mode_mnlc_o,mode_mnlc_d,1,2,3,4,5,6,7,8,mode
6970,6888,0.0,0.0,0.16600001,0.99,0.224,0.14,0.0,0.0,EZL
6970,6893,0.0,0.0,7.933,14.307,12.916,6.888,3.884,0.059,EZL
6970,6965,0.0,33.768,121.989,249.829,103.417,51.665,35.452,0.0,EZL
7090,560,0.0,1.004,15.258,27.334,8.92,7.7990003,1.661,0.0,EZL
7090,3087,0.0,4.9909997,46.552,104.19,34.483,21.24,6.4690003,0.0,EZL
7090,3186,0.0,0.147,3.067,6.491,2.071,1.952,0.559,0.0,EZL
7090,3187,0.0,0.236,1.1,10.515,2.078,3.149,0.80999994,0.0,EZL
7090,3188,0.0,0.232,1.9039999,5.742,2.303,2.121,0.6,0.0,EZL
7090,3191,0.0,0.021,1.438,8.669,2.049,2.647,1.243,0.0,EZL
7090,7091,0.0,48.822,102.317,209.689,88.284,91.107,27.312,0.0,EZL
7091,560,0.0,4.352,30.976,64.449,38.599,39.241,12.476,0.0,EZL
7091,3087,0.0,18.389,177.357,376.722,235.12999,180.64,43.056,0.0,EZL
7091,3186,0.0,1.084,3.715,28.133999,13.159,12.644,4.943,0.0,EZL
7091,3187,0.0,0.122,2.756,13.7699995,7.028,10.367,3.849,0.0,EZL
7091,3188,0.0,0.034,5.069,12.042,10.765,8.892,0.043,0.0,EZL
7091,3191,0.0,0.071,2.104,4.271,10.409,14.577,0.017,0.0,EZL
7091,7090,0.0,77.319,141.916,213.283,97.796,69.677,23.764,0.0,EZL
