name_o,name_d,Early,AM Peak,Midday,PM Peak,Evening,Late,Total,mode,day
940GZZLUACT,940GZZLULYN,0,0.156,2.066,5.033,1.052,0.096,8.403,tube,MTT
940GZZLUACT,940GZZLULYS,0,0.287,0.351,0.669,1.997,0.908,4.74200003,tube,SUN
940GZZLUACT,940GZZLULYS,0.461,0.89,0.867,6.069,0.212,0.265,8.764,tube,MTT
940GZZLUACT,940GZZLUMBA,0,0.525,0.557,3.124,0.695,0.521,5.429,tube,SUN
940GZZLUACT,940GZZLUMBA,3.609,1.243,3.233,0.48000002,0.2,0,8.76500002,tube,MTT
940GZZLUACT,940GZZLUMDN,0,0,0.475,0.934,0.64,0.12900001,2.34000001,tube,SUN
940GZZLUACT,940GZZLUMDN,0,0.194,1.187,0.797,0.003,0,2.181,tube,MTT
940GZZLUACT,940GZZLUMED,0,0.492,0.904,2.8470001,1.706,2.712,9.1980001,tube,SUN
940GZZLUACT,940GZZLUMED,0,3.299,6.117,4.491,1.2820001,0.089,15.2780001,tube,MTT
940GZZLUACT,940GZZLUMGT,0,0.081,1.363,2.339,1.557,0.202,5.542,tube,SUN
940GZZLUACT,940GZZLUMGT,2.52,14.421,6.071,1.95,0.117,0.148,25.238,tube,MTT
940GZZLUACT,940GZZLUMHL,0.167,2.739,0.22899999,0.341,0.13800001,0,3.614,tube,MTT
940GZZLUACT,940GZZLUMRH,0,0.166,0.768,8.017,3.678,2.016,16.594,tube,SUN
940GZZLUACT,940GZZLUMRH,2.112,1.676,3.741,8.826,1.497,1.019,18.871,tube,MTT
940GZZLUACT,940GZZLUMSH,0,0,1.725,5.298,1.734,0.306,9.076,tube,SUN
940GZZLUACT,940GZZLUMSH,5.239,41.03,8.114,2.334,0.422,0.122,57.261,tube,MTT
940GZZLUACT,940GZZLUMTC,0,0,0.374,2.328,0.761,0.319,3.787,tube,SUN
940GZZLUACT,940GZZLUMTC,0.118,5.351,0.764,1.159,0.799,0.007,8.198,tube,MTT
940GZZLUACT,940GZZLUMVL,0,0,0.37,0.472,0.579,0.335,1.909,tube,SUN
940GZZLUACT,940GZZLUMYB,0,0,4.577,4.9440002,3.028,1.151,13.9880002,tube,SUN
940GZZLUACT,940GZZLUMYB,1.033,1.462,4.033,3.299,1.352,0.461,11.64,tube,MTT
940GZZLUACT,940GZZLUNAN,0,0,0.43400002,4.723,2.802,0.793,10.37500002,tube,SUN
940GZZLUACT,940GZZLUNAN,0.769,3.928,2.579,1.934,0.889,0.307,10.406,tube,MTT
940GZZLUACT,940GZZLUNBP,0,0,0,0.537,0.934,0.172,1.643,tube,SUN
940GZZLUACT,940GZZLUNBP,0,0.246,1.535,1.313,0.018,0,3.112,tube,MTT
940GZZLUACT,940GZZLUNEN,0,0.145,0.895,6.129,2.96,2.254,13.648,tube,SUN
940GZZLUACT,940GZZLUNEN,0.127,20.713,13.3,7.566,2.145,0.646,44.497,tube,MTT
940GZZLUACT,940GZZLUNFD,0,0.134,5.067,16.838,8.912,4.648,37.019,tube,SUN
940GZZLUACT,940GZZLUNFD,0.68799996,30.004,23.249,30.236,12.789,3.119,100.085,tube,MTT
940GZZLUACT,940GZZLUNGW,0.001,0.457,1.812,11.249,7.33,2.822,24.448,tube,SUN
