naptanid,stopType,commonName,line,lat,lon
490005748N,NaptanPublicBusCoachTram,Crescent Way,r8,51.360761,0.088922
490005748S,NaptanPublicBusCoachTram,Crescent Way,r8,51.360828,0.089184
490006159E,NaptanPublicBusCoachTram,Downe Church,r8,51.335935,0.054141
490006162N,NaptanPublicBusCoachTram,Standard Road Downe,r8,51.341309,0.055904
490006162S,NaptanPublicBusCoachTram,Downe High Street,r8,51.337822,0.053221
490006167N,NaptanPublicBusCoachTram,Downe Church,r8,51.335835,0.053706
490006174N,NaptanPublicBusCoachTram,Down House,r8,51.33171,0.053019
490006174S,NaptanPublicBusCoachTram,Down House,r8,51.33187,0.053127
490006755DE,NaptanPublicBusCoachTram,Glentrammon Road,r8,51.356723,0.088911
490006755EF,NaptanPublicBusCoachTram,Glentrammon Road,r8,51.356422,0.089156
490008209K,NaptanPublicBusCoachTram,Hillcrest Road,r8,51.371214,0.096812
490008209M,NaptanPublicBusCoachTram,Hillcrest Road,r8,51.371506,0.097098
490008533N,NaptanPublicBusCoachTram,Biggin Hill / Black Horse,r8,51.316152,0.032952
490008533S,NaptanPublicBusCoachTram,Biggin Hill / Black Horse,r8,51.316302,0.033087
490008534E,NaptanPublicBusCoachTram,Hawthorne Avenue,r8,51.317134,0.035392
490008534W,NaptanPublicBusCoachTram,Hawthorne Avenue,r8,51.316999,0.034926
490009457N,NaptanPublicBusCoachTram,Luxted Road,r8,51.324118,0.055163
490009625N,NaptanPublicBusCoachTram,Maple Leaf Close,r8,51.312577,0.033712
490009841O,NaptanPublicBusCoachTram,Farnborough Hill / Bus Garage,r8,51.356373,0.088378
490009841OA,NaptanPublicBusCoachTram,Farnborough Hill / Bus Garage,r8,51.356239,0.088358
490010353S,NaptanPublicBusCoachTram,Standard Road Downe,r8,51.341102,0.055937
490010639E,NaptanPublicBusCoachTram,Sevenoaks Road / Orpington Hospital,r8,51.364738,0.093341
490010639N,NaptanPublicBusCoachTram,Sevenoaks Road / Cloonmore Avenue,r8,51.363251,0.091506
490010639S1,NaptanPublicBusCoachTram,Sevenoaks Road / Cloonmore Avenue,r8,51.362912,0.091362
490010641X,NaptanPublicBusCoachTram,Orpington / Walnuts Centre,r8,51.375404,0.100337
490012089E,NaptanPublicBusCoachTram,Farnborough Hill / Shire Lane,r8,51.35777,0.08521
490012089W2,NaptanPublicBusCoachTram,Shire Lane  Beechwood Avenue,r8,51.357323,0.084012
490012172N,NaptanPublicBusCoachTram,Jail Lane  Single Street,r8,51.316405,0.058579
490012173Z,NaptanPublicBusCoachTram,Jail Lane  Single Street,r8,51.315613,0.058644
490012592N,NaptanPublicBusCoachTram,Sevenoaks Road / Orpington Hospital,r8,51.365697,0.094017
490013749N,NaptanPublicBusCoachTram,Sevenoaks Road / Tower Road,r8,51.367383,0.095315
490013749S,NaptanPublicBusCoachTram,Sevenoaks Road / Tower Road,r8,51.367951,0.095743
490013818H,NaptanPublicBusCoachTram,Tubbenden Lane,r8,51.371869,0.091353
490013818J,NaptanPublicBusCoachTram,Tubbenden Lane,r8,51.371759,0.091449
490014078W,NaptanPublicBusCoachTram,Village Green Way,r8,51.308313,0.03899
490015411L,NaptanPublicBusCoachTram,Sevenoaks Road / Orpington War Memorial,r8,51.372483,0.097229
490015411R,NaptanPublicBusCoachTram,High Street / Orpington War Memorial,r8,51.373986,0.097714
490015411S,NaptanPublicBusCoachTram,High Street / Orpington War Memorial,r8,51.374281,0.098317
490016615SE,NaptanPublicBusCoachTram,Church Road  Old Tye Avenue,r8,51.312039,0.039858
490016817E,NaptanPublicBusCoachTram,Beechwood Avenue (BR6),r8,51.357515,0.083862
490018980S,NaptanPublicBusCoachTram,Aperfield Road,r8,51.308434,0.043357
490020152E,NaptanPublicBusCoachTram,Charles Darwin School,r8,51.315513,0.044346
490020152W,NaptanPublicBusCoachTram,Charles Darwin School,r8,51.315147,0.045205
490020153E,NaptanPublicBusCoachTram,Jail Lane,r8,51.316299,0.03999
490020279E,NaptanPublicBusCoachTram,High Elms Nature Centre,r8,51.353838,0.077204
490020279W,NaptanPublicBusCoachTram,High Elms Nature Centre,r8,51.353163,0.075737
490020280S,NaptanPublicBusCoachTram,Luxted Road,r8,51.324118,0.055163
490020281E,NaptanPublicBusCoachTram,Berry's Green,r8,51.315167,0.056385
490020292E,NaptanPublicBusCoachTram,Biggin Hill Library & Pool,r8,51.312231,0.034988
490G00000305,NaptanOnstreetBusCoachStopPair,Shire Lane  Beechwood Avenue,r8,51.357323,0.084012
490G00001232,NaptanBusCoachStation,Orpington Bus Station,r8,51.373412,0.089556
490G00003341,NaptanOnstreetBusCoachStopPair,Aperfield Road,r8,51.308434,0.043357
490G00003994,NaptanOnstreetBusCoachStopCluster,Lebanon Gardens,r8,51.310638,0.035606
490G00004995,NaptanOnstreetBusCoachStopCluster,Charles Darwin School,r8,51.315513,0.044346
490G00005748,NaptanOnstreetBusCoachStopPair,Crescent Way,r8,51.360828,0.089184
490G00006162,NaptanOnstreetBusCoachStopPair,Downe High Street,r8,51.337822,0.053221
490G00006167,NaptanOnstreetBusCoachStopPair,Downe Church,r8,51.335935,0.054141
490G00006174,NaptanOnstreetBusCoachStopPair,Down House,r8,51.33187,0.053127
490G00006755,NaptanOnstreetBusCoachStopPair,Glentrammon Road,r8,51.356422,0.089156
490G00008209,NaptanOnstreetBusCoachStopPair,Hillcrest Road,r8,51.371214,0.096812
490G00008533,NaptanOnstreetBusCoachStopPair,Biggin Hill / Black Horse,r8,51.316152,0.032952
490G00008534,NaptanOnstreetBusCoachStopPair,Hawthorne Avenue,r8,51.316999,0.034926
490G00009625,NaptanOnstreetBusCoachStopPair,Maple Leaf Close,r8,51.312577,0.033712
490G00009841,NaptanOnstreetBusCoachStopPair,Farnborough Hill / Bus Garage,r8,51.356373,0.088378
490G00010354,NaptanOnstreetBusCoachStopPair,North End Road  Shire Lane,r8,51.350987,0.066031
490G00010586,NaptanOnstreetBusCoachStopPair,Old Tye Avenue,r8,51.315529,0.040845
490G00010639,NaptanOnstreetBusCoachStopPair,Sevenoaks Road / Cloonmore Avenue,r8,51.363251,0.091506
490G00012089,NaptanOnstreetBusCoachStopPair,Farnborough Hill / Shire Lane,r8,51.358073,0.08383
490G00012172,NaptanOnstreetBusCoachStopPair,Berry's Green,r8,51.315167,0.056385
490G00012173,NaptanOnstreetBusCoachStopPair,Jail Lane  Single Street,r8,51.315613,0.058644
490G00012592,NaptanOnstreetBusCoachStopPair,Sevenoaks Road / Orpington Hospital,r8,51.364738,0.093341
490G00013749,NaptanOnstreetBusCoachStopPair,Sevenoaks Road / Tower Road,r8,51.367383,0.095315
490G00013818,NaptanOnstreetBusCoachStopPair,Tubbenden Lane,r8,51.371759,0.091449
490G00014078,NaptanOnstreetBusCoachStopPair,Village Green Way,r8,51.30821,0.039703
490G00014142,NaptanOnstreetBusCoachStopCluster,Orpington / Walnuts Centre,r8,51.377087,0.100285
490G000143,NaptanOnstreetBusCoachStopPair,North End Lane  Shire Lane,r8,51.351492,0.065953
490G000144,NaptanOnstreetBusCoachStopPair,Bogey Lane,r8,51.348638,0.062579
490G000145,NaptanOnstreetBusCoachStopPair,Orange Court Lane,r8,51.344523,0.05879
490G000146,NaptanOnstreetBusCoachStopPair,North End Lane  Mill Lane,r8,51.341614,0.056434
490G000147,NaptanOnstreetBusCoachStopPair,Downe Orchard,r8,51.338959,0.054535
490G000148,NaptanOnstreetBusCoachStopPair,Luxted Village,r8,51.321988,0.058168
490G000149,NaptanOnstreetBusCoachStopPair,Downe  Luxted Road,r8,51.335102,0.052424
490G000150,NaptanOnstreetBusCoachStopPair,Single Street Village,r8,51.31892,0.060284
490G000151,NaptanOnstreetBusCoachStopPair,Downe Court Farm,r8,51.330331,0.054221
490G000152,NaptanOnstreetBusCoachStopPair,Cudham C of E Primary School,r8,51.314698,0.054412
490G00016615,NaptanOnstreetBusCoachStopPair,Church Road  Old Tye Avenue,r8,51.312039,0.039858
490G00016817,NaptanOnstreetBusCoachStopPair,Beechwood Avenue (BR6),r8,51.357515,0.083862
490G00016818,NaptanOnstreetBusCoachStopPair,Standard Road Downe,r8,51.341309,0.055904
490G00018980,NaptanOnstreetBusCoachStopPair,Main Road / Aperfield Road,r8,51.307372,0.042894
490G00019892,NaptanOnstreetBusCoachStopPair,High Street / Orpington War Memorial,r8,51.373986,0.097714
490G00019893,NaptanOnstreetBusCoachStopPair,Sevenoaks Road / Orpington War Memorial,r8,51.372483,0.097229
490G00020153,NaptanOnstreetBusCoachStopPair,Jail Lane,r8,51.316299,0.03999
490G00020279,NaptanOnstreetBusCoachStopPair,High Elms Nature Centre,r8,51.353163,0.075737
490G00020280,NaptanOnstreetBusCoachStopPair,Luxted Road,r8,51.324118,0.055163
490G00020292,NaptanOnstreetBusCoachStopPair,Biggin Hill Library & Pool,r8,51.312231,0.034988
910GORPNGTN,NaptanRailStation,Orpington Rail Station,r8,51.373296,0.089091
490001220D,NaptanPublicBusCoachTram,Orpington Bus Station,r9,51.373411,0.089584
490001220G,NaptanPublicBusCoachTram,Orpington Station,r9,51.373203,0.089661
490003490W,NaptanPublicBusCoachTram,Avalon Close,r9,51.369621,0.120876
490005080S,NaptanPublicBusCoachTram,Chelsfield Lane / Alma Road,r9,51.372239,0.12377
490005670E,NaptanPublicBusCoachTram,Court Road,r9,51.371673,0.108299
490005670W,NaptanPublicBusCoachTram,Court Road,r9,51.37148,0.108563
490005722W,NaptanPublicBusCoachTram,Craven Road,r9,51.369544,0.118172
490006465N,NaptanPublicBusCoachTram,Eldred Drive,r9,51.37404,0.115692
490007185E,NaptanPublicBusCoachTram,Tintagel Road / Gillmans Road,r9,51.372848,0.111485
490009292S,NaptanPublicBusCoachTram,Long Acre,r9,51.370642,0.123079
490010641X,NaptanPublicBusCoachTram,Orpington / Walnuts Centre,r9,51.375404,0.100337
490011378S,NaptanPublicBusCoachTram,Quilter Road,r9,51.375807,0.11596
490011410E,NaptanPublicBusCoachTram,Ramsden Road,r9,51.377718,0.116207
490011835E,NaptanPublicBusCoachTram,Brow Crescent,r9,51.377204,0.119761
490012185S,NaptanPublicBusCoachTram,Skeet Hill,r9,51.374924,0.123995
490012418E,NaptanPublicBusCoachTram,Spur Road,r9,51.37241,0.104338
490012418W,NaptanPublicBusCoachTram,Spur Road,r9,51.37224,0.104776
490013818H,NaptanPublicBusCoachTram,Tubbenden Lane,r9,51.371869,0.091353
490013818J,NaptanPublicBusCoachTram,Tubbenden Lane,r9,51.371759,0.091449
490014718N,NaptanPublicBusCoachTram,Wilmington Avenue,r9,51.37141,0.112913
490015411N,NaptanPublicBusCoachTram,Spur Road / Orpington War Memorial,r9,51.373097,0.098636
490015411P,NaptanPublicBusCoachTram,Spur Road / Orpington War Memorial,r9,51.373289,0.098458
490015411R,NaptanPublicBusCoachTram,High Street / Orpington War Memorial,r9,51.373986,0.097714
490015411S,NaptanPublicBusCoachTram,High Street / Orpington War Memorial,r9,51.374281,0.098317
490015582W,NaptanPublicBusCoachTram,Berrylands,r9,51.370087,0.115467
490G00001232,NaptanBusCoachStation,Orpington Bus Station,r9,51.373412,0.089556
490G00003490,NaptanOnstreetBusCoachStopPair,Avalon Close,r9,51.369621,0.120876
490G00005080,NaptanOnstreetBusCoachStopPair,Chelsfield Lane / Alma Road,r9,51.372239,0.12377
490G00005670,NaptanOnstreetBusCoachStopPair,Court Road,r9,51.37148,0.108563
490G00005722,NaptanOnstreetBusCoachStopPair,Craven Road,r9,51.369544,0.118172
490G00006465,NaptanOnstreetBusCoachStopPair,Eldred Drive,r9,51.373976,0.116264
490G00007185,NaptanOnstreetBusCoachStopPair,Tintagel Road / Gillmans Road,r9,51.372848,0.111485
490G00009292,NaptanOnstreetBusCoachStopPair,Long Acre,r9,51.370642,0.123079
490G00011378,NaptanOnstreetBusCoachStopPair,Quilter Road,r9,51.375807,0.11596
490G00011410,NaptanOnstreetBusCoachStopPair,Ramsden Road,r9,51.377718,0.116207
490G00011835,NaptanOnstreetBusCoachStopPair,Brow Crescent,r9,51.377204,0.119761
490G00012185,NaptanOnstreetBusCoachStopPair,Skeet Hill,r9,51.374924,0.123995
490G00012418,NaptanOnstreetBusCoachStopPair,Spur Road,r9,51.37224,0.104776
490G00013818,NaptanOnstreetBusCoachStopPair,Tubbenden Lane,r9,51.371759,0.091449
490G00014142,NaptanOnstreetBusCoachStopCluster,Orpington / Walnuts Centre,r9,51.377087,0.100285
490G00014718,NaptanOnstreetBusCoachStopPair,Wilmington Avenue,r9,51.37141,0.112913
490G00015411,NaptanOnstreetBusCoachStopPair,Spur Road / Orpington War Memorial,r9,51.373097,0.098636
490G00015582,NaptanOnstreetBusCoachStopPair,Berrylands,r9,51.370087,0.115467
490G00019892,NaptanOnstreetBusCoachStopPair,High Street / Orpington War Memorial,r9,51.373986,0.097714
910GORPNGTN,NaptanRailStation,Orpington Rail Station,r9,51.373296,0.089091
40004409033A,NaptanPublicBusCoachTram,Highdown Lane,s1,51.339894,-0.194185
40004409033B,NaptanPublicBusCoachTram,Highdown Lane,s1,51.339683,-0.19392
40004409034A,NaptanPublicBusCoachTram,Banstead Downs,s1,51.336291,-0.194943
40004409034B,NaptanPublicBusCoachTram,Banstead Downs,s1,51.335587,-0.194828
40004409035A,NaptanPublicBusCoachTram,Grange Gardens,s1,51.332641,-0.196207
40004409035B,NaptanPublicBusCoachTram,Grange Gardens,s1,51.331668,-0.195513
40004409036A,NaptanPublicBusCoachTram,Croydon Lane,s1,51.32744,-0.194258
40004409036B,NaptanPublicBusCoachTram,Croydon Lane,s1,51.327273,-0.193905
40004409045A,NaptanPublicBusCoachTram,Banstead / the Woolpack,s1,51.324433,-0.195768
40004409045B,NaptanPublicBusCoachTram,Banstead / the Woolpack,s1,51.32411,-0.196383
40004409046A,NaptanPublicBusCoachTram,Glenfield Road,s1,51.323114,-0.200054
40004409046B,NaptanPublicBusCoachTram,Glenfield Road,s1,51.323259,-0.198957
40004409047A,NaptanPublicBusCoachTram,Banstead / Marks & Spencer,s1,51.32216,-0.20411
40004409047B,NaptanPublicBusCoachTram,Banstead / Marks & Spencer,s1,51.32214,-0.203393
400G4409033A,NaptanOnstreetBusCoachStopPair,Highdown Road,s1,51.339894,-0.194185
400G4409034A,NaptanOnstreetBusCoachStopPair,Banstead Downs,s1,51.335587,-0.194828
400G4409035A,NaptanOnstreetBusCoachStopPair,Grange Gardens,s1,51.332641,-0.196207
400G4409036B,NaptanOnstreetBusCoachStopPair,Croydon Lane,s1,51.32744,-0.194258
400G4409045A,NaptanOnstreetBusCoachStopPair,The Woolpack,s1,51.324433,-0.195768
400G4409046A,NaptanOnstreetBusCoachStopPair,Glenfield Road,s1,51.323114,-0.200054
400G4409047A,NaptanOnstreetBusCoachStopPair,Marks and Spencer,s1,51.32216,-0.20411
490001194A,NaptanPublicBusCoachTram,Mitcham Junction Station,s1,51.393144,-0.158741
490001194B,NaptanPublicBusCoachTram,Mitcham Junction Station,s1,51.393874,-0.158869
490001286O,NaptanPublicBusCoachTram,Sutton Station,s1,51.359135,-0.191187
490003118E,NaptanPublicBusCoachTram,Hail and Ride Middleton Road,s1,51.386499,-0.160516
490003892E,NaptanPublicBusCoachTram,Benhill Avenue,s1,51.367172,-0.193313
490004824E,NaptanPublicBusCoachTram,Mitcham Garden Village / Willow Lane,s1,51.395688,-0.159242
490004824W,NaptanPublicBusCoachTram,Mitcham Garden Village / Willow Lane,s1,51.395865,-0.159666
490004887S,NaptanPublicBusCoachTram,Brighton Road / Cavendish Road,s1,51.35631,-0.191658
490005844Y,NaptanPublicBusCoachTram,Crown Road,s1,51.368303,-0.196113
490006164A,NaptanPublicBusCoachTram,Downe Road / Mitcham Library,s1,51.408082,-0.163389
490006164B,NaptanPublicBusCoachTram,Downe Road / Mitcham Library,s1,51.407703,-0.163361
490006184E,NaptanPublicBusCoachTram,Downs Road / Belmont Station,s1,51.343178,-0.1944
490006184F,NaptanPublicBusCoachTram,Downs Road / Belmont Station,s1,51.343528,-0.194343
490007213M,NaptanPublicBusCoachTram,Glebe Court,s1,51.403415,-0.165704
490007213N1,NaptanPublicBusCoachTram,Glebe Court,s1,51.403852,-0.165485
490007519S,NaptanPublicBusCoachTram,Green Wrythe Lane,s1,51.389447,-0.180003
490009286N,NaptanPublicBusCoachTram,London Road / Figge's Marsh,s1,51.415035,-0.16183
490009286S,NaptanPublicBusCoachTram,London Road / Figge's Marsh,s1,51.415186,-0.16168
490009575I,NaptanPublicBusCoachTram,Manor Place,s1,51.36548,-0.192676
490009860N,NaptanPublicBusCoachTram,Middleton Road,s1,51.387828,-0.183459
490009860S2,NaptanPublicBusCoachTram,Middleton Road,s1,51.388342,-0.181786
490009898S,NaptanPublicBusCoachTram,Mill Green Road,s1,51.386928,-0.15807
490009944V,NaptanPublicBusCoachTram,Mitcham / Cricket Green,s1,51.400582,-0.167398
490009946P,NaptanPublicBusCoachTram,Mitcham / Lower Green,s1,51.402655,-0.167733
490009949Y,NaptanPublicBusCoachTram,Mitcham Fair Green,s1,51.405788,-0.163941
490009949Z,NaptanPublicBusCoachTram,Mitcham Fair Green,s1,51.406786,-0.163901
490009952S,NaptanPublicBusCoachTram,Mitcham Police Station,s1,51.399396,-0.165218
490009952T,NaptanPublicBusCoachTram,Mitcham Police Station,s1,51.399522,-0.165744
490010129N,NaptanPublicBusCoachTram,Muschamp Road,s1,51.374779,-0.177007
490010129S,NaptanPublicBusCoachTram,Muschamp Road,s1,51.375799,-0.177268
490010186N,NaptanPublicBusCoachTram,Netley Road,s1,51.386568,-0.186283
490010186S,NaptanPublicBusCoachTram,Netley Road,s1,51.386774,-0.185671
490011149N,NaptanPublicBusCoachTram,Poulton Avenue,s1,51.372614,-0.174866
490011149S,NaptanPublicBusCoachTram,Poulton Avenue,s1,51.372624,-0.174348
490011856W,NaptanPublicBusCoachTram,St Nicholas Centre,s1,51.365477,-0.195405
490012718HA,NaptanPublicBusCoachTram,St Helier Hospital,s1,51.380792,-0.18381
490012718HB,NaptanPublicBusCoachTram,St Helier Hospital,s1,51.380532,-0.182641
490012719S,NaptanPublicBusCoachTram,Green Wrythe Lane  St. Helier Library,s1,51.385464,-0.1748
490013060N,NaptanPublicBusCoachTram,Sutton Station,s1,51.358859,-0.191342
490013062C,NaptanPublicBusCoachTram,High Street / Marshalls Road,s1,51.367872,-0.194966
490013064V,NaptanPublicBusCoachTram,Sutton Civic Centre,s1,51.361911,-0.194497
490013072B,NaptanPublicBusCoachTram,Sutton Green,s1,51.369796,-0.194934
490013073W,NaptanPublicBusCoachTram,Lewis Road,s1,51.370901,-0.193726
490013075G,NaptanPublicBusCoachTram,Sutton Hospital,s1,51.346477,-0.194874
490013075J,NaptanPublicBusCoachTram,Sutton Hospital,s1,51.34707,-0.194893
490013081K,NaptanPublicBusCoachTram,Sutton Police Station,s1,51.361851,-0.191195
490013082R,NaptanPublicBusCoachTram,Sutton / Grove Road,s1,51.360056,-0.192602
490013377N,NaptanPublicBusCoachTram,Goat Road,s1,51.389192,-0.158511
490013377S,NaptanPublicBusCoachTram,Goat Road,s1,51.388785,-0.158326
490013565N2,NaptanPublicBusCoachTram,Eveline Road,s1,51.410611,-0.161821
490013565S2,NaptanPublicBusCoachTram,Eveline Road,s1,51.411881,-0.16141
490013679J,NaptanPublicBusCoachTram,Times Square,s1,51.363742,-0.191896
490014339N,NaptanPublicBusCoachTram,Welbeck Road,s1,51.378073,-0.178385
490014339S,NaptanPublicBusCoachTram,Welbeck Road,s1,51.378719,-0.178819
490014723E,NaptanPublicBusCoachTram,The Wilson Hospital,s1,51.398024,-0.162599
490014723W,NaptanPublicBusCoachTram,The Wilson Hospital,s1,51.397765,-0.162681
490015405RH,NaptanPublicBusCoachTram,Bishopsford Road / Rose Hill Roundabout,s1,51.385528,-0.188221
490015405RJ,NaptanPublicBusCoachTram,Bishopsford Road / Rose Hill Roundabout,s1,51.384927,-0.188891
490015406RK,NaptanPublicBusCoachTram,Wrythe Lane / Rosehill Roundabout,s1,51.383345,-0.188393
490015406RL,NaptanPublicBusCoachTram,Wrythe Lane / Rose Hill Roundabout,s1,51.383768,-0.189526
490020189N,NaptanPublicBusCoachTram,Victoria Road / Lavender Fields,s1,51.415023,-0.171955
490020190N,NaptanPublicBusCoachTram,Taylor Road,s1,51.415752,-0.167367
490020190S,NaptanPublicBusCoachTram,Taylor Road,s1,51.415737,-0.166994
490G00003118,NaptanOnstreetBusCoachStopPair,Hail and Ride Middleton Road,s1,51.386499,-0.160516
490G00003892,NaptanOnstreetBusCoachStopPair,Benhill Avenue,s1,51.367172,-0.193313
490G00004824,NaptanOnstreetBusCoachStopPair,Mitcham Garden Village / Willow Lane,s1,51.395865,-0.159666
490G00004887,NaptanOnstreetBusCoachStopPair,Brighton Road / Cavendish Road,s1,51.355414,-0.19188
490G00005844,NaptanOnstreetBusCoachStopPair,Crown Road,s1,51.368303,-0.196113
490G00006184,NaptanOnstreetBusCoachStopPair,Downs Road / Belmont Station,s1,51.343178,-0.1944
490G00006630,NaptanOnstreetBusCoachStopPair,Erskine Road,s1,51.371567,-0.173442
490G00007213,NaptanOnstreetBusCoachStopPair,Glebe Court,s1,51.403852,-0.165485
490G00007519,NaptanOnstreetBusCoachStopPair,Green Wrythe Lane,s1,51.389447,-0.180003
490G00007987,NaptanOnstreetBusCoachStopPair,Cavendish Road (SM2),s1,51.356891,-0.187929
490G00009286,NaptanOnstreetBusCoachStopPair,London Road / Figge's Marsh,s1,51.415186,-0.16168
490G00009575,NaptanOnstreetBusCoachStopPair,Manor Place,s1,51.36548,-0.192676
490G00009860,NaptanOnstreetBusCoachStopPair,Middleton Road,s1,51.387828,-0.183459
490G00009898,NaptanOnstreetBusCoachStopCluster,Mill Green Road,s1,51.386333,-0.15854
490G00009944,NaptanOnstreetBusCoachStopCluster,Mitcham / Cricket Green,s1,51.400333,-0.169349
490G00009946,NaptanOnstreetBusCoachStopPair,Mitcham / Lower Green,s1,51.402655,-0.167733
490G00009949,NaptanOnstreetBusCoachStopCluster,Mitcham Fair Green,s1,51.405788,-0.163941
490G00009952,NaptanOnstreetBusCoachStopPair,Mitcham Police Station,s1,51.399396,-0.165218
490G00010129,NaptanOnstreetBusCoachStopPair,Muschamp Road,s1,51.374779,-0.177007
490G00010186,NaptanOnstreetBusCoachStopPair,Netley Road,s1,51.386568,-0.186283
490G00010624,NaptanOnstreetBusCoachStopPair,Orchard Way Erskine Road,s1,51.369764,-0.180108
490G00010724,NaptanOnstreetBusCoachStopPair,Paget Avenue,s1,51.369923,-0.180476
490G00011149,NaptanOnstreetBusCoachStopPair,Poulton Avenue,s1,51.372614,-0.174866
490G00011856,NaptanOnstreetBusCoachStopPair,St Nicholas Centre,s1,51.365477,-0.195405
490G00012566,NaptanOnstreetBusCoachStopPair,Stanmore Gardens,s1,51.369575,-0.188247
490G00012718,NaptanOnstreetBusCoachStopPair,St Helier Hospital,s1,51.380532,-0.182641
490G00012719,NaptanOnstreetBusCoachStopPair,Green Wrythe Lane  St. Helier Library,s1,51.385464,-0.1748
490G00013062,NaptanOnstreetBusCoachStopPair,High Street / Marshalls Road,s1,51.367872,-0.194966
490G00013064,NaptanOnstreetBusCoachStopPair,Sutton Civic Centre,s1,51.361911,-0.194497
490G00013072,NaptanOnstreetBusCoachStopPair,Sutton Green,s1,51.369796,-0.194934
490G00013073,NaptanOnstreetBusCoachStopPair,Lewis Road,s1,51.370901,-0.193726
490G00013075,NaptanOnstreetBusCoachStopCluster,Sutton Hospital,s1,51.34771,-0.194351
490G00013081,NaptanOnstreetBusCoachStopPair,Sutton Police Station,s1,51.361609,-0.191248
490G00013082,NaptanOnstreetBusCoachStopPair,Sutton / Grove Road,s1,51.360056,-0.192602
490G00013377,NaptanOnstreetBusCoachStopPair,Goat Road,s1,51.388785,-0.158326
490G00013565,NaptanOnstreetBusCoachStopCluster,Eveline Road,s1,51.410273,-0.162093
490G00013611,NaptanOnstreetBusCoachStopPair,Oakhill Road Sutton Common,s1,51.368997,-0.185713
490G00013679,NaptanOnstreetBusCoachStopPair,Times Square,s1,51.363742,-0.191896
490G00014339,NaptanOnstreetBusCoachStopPair,Welbeck Road,s1,51.378073,-0.178385
490G00014723,NaptanOnstreetBusCoachStopPair,The Wilson Hospital,s1,51.397765,-0.162681
490G00015405,NaptanOnstreetBusCoachStopPair,Bishopsford Road / Rose Hill Roundabout,s1,51.385528,-0.188221
490G00015406,NaptanOnstreetBusCoachStopPair,Wrythe Lane / Rosehill Roundabout,s1,51.383768,-0.189526
490G00020189,NaptanOnstreetBusCoachStopPair,Victoria Road / Lavender Fields,s1,51.415023,-0.171955
490G00020190,NaptanOnstreetBusCoachStopPair,Taylor Road,s1,51.415752,-0.167367
490G00020246,NaptanOnstreetBusCoachStopCluster,Langley Park Road,s1,51.361523,-0.186798
490G01194B,NaptanOnstreetBusCoachStopCluster,Mitcham Junction Station,s1,51.393874,-0.158869
490G06164A,NaptanOnstreetBusCoachStopCluster,Downe Road / Mitcham Library,s1,51.408082,-0.163389
490G06164B,NaptanOnstreetBusCoachStopCluster,Downe Road / Mitcham Library,s1,51.407703,-0.163361
910GSUTTON,NaptanRailStation,Sutton (London) Rail Station,s1,51.359533,-0.191215
490001020C,NaptanPublicBusCoachTram,Belmont Station,s3,51.343653,-0.19721
490001020D,NaptanPublicBusCoachTram,Belmont Station,s3,51.343663,-0.197856
490001051Y,NaptanPublicBusCoachTram,Carshalton Station,s3,51.367955,-0.167322
490001051Z,NaptanPublicBusCoachTram,Carshalton Station,s3,51.367824,-0.1676
490001188MY,NaptanPublicBusCoachTram,Malden Manor Station,s3,51.384486,-0.261944
490001188MZ,NaptanPublicBusCoachTram,Malden Manor Station,s3,51.384712,-0.262582
490001286O,NaptanPublicBusCoachTram,Sutton Station,s3,51.359135,-0.191187
490001346B,NaptanPublicBusCoachTram,Worcester Park Station,s3,51.381438,-0.246281
490001346C,NaptanPublicBusCoachTram,Worcester Park Station,s3,51.38148,-0.246682
490003589S,NaptanPublicBusCoachTram,Banstead Road South / Downs Road,s3,51.341503,-0.187818
490003892E,NaptanPublicBusCoachTram,Benhill Avenue,s3,51.367172,-0.193313
490003893E,NaptanPublicBusCoachTram,Benhill Road,s3,51.36576,-0.182293
490003893W,NaptanPublicBusCoachTram,Benhill Road,s3,51.365529,-0.183034
490004494W,NaptanPublicBusCoachTram,Broomloan Lane,s3,51.376711,-0.199044
490004668E,NaptanPublicBusCoachTram,Byron Avenue,s3,51.36627,-0.179241
490004668W,NaptanPublicBusCoachTram,Byron Avenue,s3,51.366144,-0.179778
490004708E,NaptanPublicBusCoachTram,Carshalton Road / Cambridge Road,s3,51.363062,-0.170735
490005511W,NaptanPublicBusCoachTram,Colston Avenue,s3,51.367992,-0.169677
490005822N,NaptanPublicBusCoachTram,Crossways,s3,51.35065,-0.179243
490005822S,NaptanPublicBusCoachTram,Crossways,s3,51.351271,-0.178716
490005844Y,NaptanPublicBusCoachTram,Crown Road,s3,51.368303,-0.196113
490006181N,NaptanPublicBusCoachTram,Downside Road,s3,51.357577,-0.173625
490006181S,NaptanPublicBusCoachTram,Downside Road,s3,51.356581,-0.173737
490006185E,NaptanPublicBusCoachTram,Downs Road / Banstead Road South,s3,51.341239,-0.188791
490008948N1,NaptanPublicBusCoachTram,Langley Avenue,s3,51.376445,-0.222246
490008948S1,NaptanPublicBusCoachTram,Langley Avenue,s3,51.375857,-0.222614
490009180W1,NaptanPublicBusCoachTram,Lind Road,s3,51.362396,-0.186275
490009575I,NaptanPublicBusCoachTram,Manor Place,s3,51.36548,-0.192676
490010324L,NaptanPublicBusCoachTram,North Cheam / Sainsbury's,s3,51.371971,-0.224316
490010325N,NaptanPublicBusCoachTram,North Cheam Sports Club,s3,51.374874,-0.224218
