naptanid,stopType,commonName,line,lat,lon
490009113S,NaptanPublicBusCoachTram,Lewisham Park,185,51.454266,-0.015974
490009117V,NaptanPublicBusCoachTram,Catford Road / Lewisham Town Hall,185,51.444725,-0.020734
490009362S1,NaptanPublicBusCoachTram,Lordship Lane / Wood Vale,185,51.44185,-0.065639
490009362S2,NaptanPublicBusCoachTram,Lordship Lane / Wood Vale,185,51.441807,-0.065756
490010038Y,NaptanPublicBusCoachTram,Morley Road,185,51.458911,-0.012015
490010164K,NaptanPublicBusCoachTram,Neathouse Place,185,51.494459,-0.141364
490010164L,NaptanPublicBusCoachTram,Neathouse Place,185,51.495357,-0.141889
490010346R,NaptanPublicBusCoachTram,North Cross Road,185,51.458168,-0.075241
490010346S,NaptanPublicBusCoachTram,North Cross Road,185,51.457464,-0.075098
490010595F,NaptanPublicBusCoachTram,Ondine Road,185,51.461429,-0.076112
490010671N,NaptanPublicBusCoachTram,Overhill Road,185,51.44528,-0.07079
490010671S,NaptanPublicBusCoachTram,Overhill Road,185,51.44503,-0.069778
490011617E,NaptanPublicBusCoachTram,Rochester Row,185,51.49329,-0.139078
490011617N,NaptanPublicBusCoachTram,Rochester Row,185,51.492354,-0.137344
490011703HE,NaptanPublicBusCoachTram,Rosenthal Road,185,51.449252,-0.017242
490011703O,NaptanPublicBusCoachTram,Rosenthal Road,185,51.448068,-0.017423
490011846E,NaptanPublicBusCoachTram,Sacred Heart School,185,51.475383,-0.096362
490011846W,NaptanPublicBusCoachTram,Sacred Heart School,185,51.475648,-0.097157
490012417L,NaptanPublicBusCoachTram,Goose Green,185,51.460193,-0.075357
490012542S,NaptanPublicBusCoachTram,Stanford Street,185,51.491381,-0.135007
490012571T,NaptanPublicBusCoachTram,St Anne's Church,185,51.486306,-0.120148
490013282A,NaptanPublicBusCoachTram,The Catford Centre,185,51.44711,-0.018731
490013282C,NaptanPublicBusCoachTram,The Catford Centre,185,51.445551,-0.01959
490013282H,NaptanPublicBusCoachTram,The Catford Broadway,185,51.445707,-0.01977
490013919N,NaptanPublicBusCoachTram,Upland Road,185,51.446944,-0.072418
490013919S,NaptanPublicBusCoachTram,Upland Road,185,51.446461,-0.072021
490014014E,NaptanPublicBusCoachTram,Vassall Road,185,51.477974,-0.102518
490014014W1,NaptanPublicBusCoachTram,Vassall Road,185,51.477998,-0.102892
490014126L,NaptanPublicBusCoachTram,Waldram Park Road,185,51.44032,-0.050364
490014126W,NaptanPublicBusCoachTram,Waldram Park Road,185,51.440993,-0.048134
490014229H,NaptanPublicBusCoachTram,Warner Road,185,51.47483,-0.094988
490014229J,NaptanPublicBusCoachTram,Warner Road,185,51.474203,-0.09402
490015428N,NaptanPublicBusCoachTram,Dulwich / the Plough,185,51.44952,-0.074856
490015480W,NaptanPublicBusCoachTram,Wyndham Road,185,51.47723,-0.101037
490015829S,NaptanPublicBusCoachTram,Grove Lane / Champion Park,185,51.467917,-0.086277
490015830S,NaptanPublicBusCoachTram,Quorn Road,185,51.462766,-0.081411
490020326S,NaptanPublicBusCoachTram,Durham Street / Harleyford Road,185,51.485438,-0.118715
490G00003359,NaptanOnstreetBusCoachStopPair,Archbishop Tenison's School,185,51.483205,-0.116329
490G00004124,NaptanOnstreetBusCoachStopPair,Blythe Vale,185,51.442288,-0.034092
490G00004687,NaptanOnstreetBusCoachStopCluster,Denmark Hill / Camberwell Green,185,51.473369,-0.093076
490G00004689,NaptanOnstreetBusCoachStopPair,St John's School,185,51.478687,-0.104346
490G00004972,NaptanOnstreetBusCoachStopPair,Champion Grove,185,51.467048,-0.085939
490G00005464,NaptanOnstreetBusCoachStopPair,Coldharbour Lane,185,51.47056,-0.092833
490G00005645,NaptanOnstreetBusCoachStopPair,County Grove,185,51.476617,-0.099277
490G00005717,NaptanOnstreetBusCoachStopPair,Kilmorie Road,185,51.442253,-0.041706
490G00005724,NaptanOnstreetBusCoachStopPair,Stanstead Road / Colfe Road,185,51.442306,-0.04379
490G00005874,NaptanOnstreetBusCoachStopPair,Crystal Palace Road,185,51.450797,-0.075954
490G00006094,NaptanOnstreetBusCoachStopPair,Champion Hill,185,51.465253,-0.084488
490G00006232,NaptanOnstreetBusCoachStopPair,Dulwich Library,185,51.448359,-0.073711
490G00006335,NaptanOnstreetBusCoachStopPair,Melbourne Grove,185,51.456279,-0.076328
490G00006767,NaptanOnstreetBusCoachStopPair,St Dunstans College,185,51.442363,-0.030549
490G00006920,NaptanOnstreetBusCoachStopPair,Forest Hill Fire Station,185,51.442229,-0.045132
490G00007550,NaptanOnstreetBusCoachStopPair,Vauxhall Bridge / Millbank,185,51.488195,-0.128626
490G00007586,NaptanOnstreetBusCoachStopPair,Grove Tavern,185,51.443778,-0.068032
490G00007806,NaptanOnstreetBusCoachStopPair,Harleyford Road / Durham Street,185,51.484923,-0.119139
490G00008041,NaptanOnstreetBusCoachStopPair,Heber Road,185,51.453187,-0.077466
490G00008337,NaptanOnstreetBusCoachStopPair,Honor Oak Road,185,51.440401,-0.057958
490G00008350,NaptanOnstreetBusCoachStopPair,Horniman Museum,185,51.440587,-0.062656
490G00008437,NaptanOnstreetBusCoachStopPair,Hurstbourne Road,185,51.442219,-0.038023
490G00008571,NaptanOnstreetBusCoachStopPair,John Ruskin Street,185,51.480036,-0.107718
490G00008644,NaptanOnstreetBusCoachStopPair,Kennington Park,185,51.480953,-0.109927
490G00008764,NaptanOnstreetBusCoachStopCluster,King's College Hospital,185,51.467796,-0.091019
490G00009105,NaptanOnstreetBusCoachStopCluster,Lewisham Centre,185,51.461224,-0.010519
490G00009109,NaptanOnstreetBusCoachStopPair,Lewisham Hospital,185,51.452865,-0.016582
490G00009111,NaptanOnstreetBusCoachStopCluster,Lewisham Fire Station,185,51.456695,-0.013897
490G00009113,NaptanOnstreetBusCoachStopPair,Lewisham Park,185,51.454547,-0.016106
490G00009117,NaptanOnstreetBusCoachStopCluster,Catford Road / Lewisham Town Hall,185,51.444725,-0.020734
490G00009362,NaptanOnstreetBusCoachStopPair,Lordship Lane / Wood Vale,185,51.441807,-0.065756
490G00010038,NaptanOnstreetBusCoachStopPair,Morley Road,185,51.458814,-0.012106
490G00010164,NaptanOnstreetBusCoachStopCluster,Neathouse Place,185,51.494459,-0.141364
490G00010346,NaptanOnstreetBusCoachStopPair,North Cross Road,185,51.458168,-0.075241
490G00010595,NaptanOnstreetBusCoachStopPair,Ondine Road,185,51.461429,-0.076112
490G00010671,NaptanOnstreetBusCoachStopPair,Overhill Road,185,51.44503,-0.069778
490G00011617,NaptanOnstreetBusCoachStopPair,Rochester Row,185,51.49329,-0.139078
490G00011703,NaptanOnstreetBusCoachStopPair,Rosenthal Road,185,51.448068,-0.017423
490G00011846,NaptanOnstreetBusCoachStopPair,Sacred Heart School,185,51.475383,-0.096362
490G00012417,NaptanOnstreetBusCoachStopPair,Goose Green,185,51.459324,-0.074991
490G00012542,NaptanOnstreetBusCoachStopPair,Stanford Street,185,51.491381,-0.135007
490G00012571,NaptanOnstreetBusCoachStopPair,St Anne's Church,185,51.486306,-0.120148
490G00013282,NaptanOnstreetBusCoachStopCluster,The Catford Centre,185,51.44711,-0.018731
490G00013283,NaptanOnstreetBusCoachStopPair,The Catford Broadway,185,51.445707,-0.01977
490G00013919,NaptanOnstreetBusCoachStopPair,Upland Road,185,51.446461,-0.072021
490G00014014,NaptanOnstreetBusCoachStopPair,Vassall Road,185,51.477998,-0.102892
490G00014126,NaptanOnstreetBusCoachStopPair,Waldram Park Road,185,51.44032,-0.050364
490G00014229,NaptanOnstreetBusCoachStopPair,Warner Road,185,51.474203,-0.09402
490G00015428,NaptanOnstreetBusCoachStopCluster,Dulwich / the Plough,185,51.449143,-0.072714
490G00015480,NaptanOnstreetBusCoachStopPair,Wyndham Road,185,51.47723,-0.101037
490G00015829,NaptanOnstreetBusCoachStopPair,Grove Lane / Champion Park,185,51.467917,-0.086277
490G00015847,NaptanOnstreetBusCoachStopPair,Quorn Road,185,51.462766,-0.081411
490G00020252,NaptanBusCoachStation,Vauxhall Bus Station,185,51.484949,-0.124683
490G00020326,NaptanOnstreetBusCoachStopPair,Durham Street / Harleyford Road,185,51.485438,-0.118715
490G000231,NaptanOnstreetBusCoachStopPair,Mount Pleasant Road,185,51.451196,-0.016784
490G000444,NaptanOnstreetBusCoachStopCluster,Catford & Catford Bridge Stations,185,51.444589,-0.024409
490G000456,NaptanOnstreetBusCoachStopCluster,Forest Hill Station  / London Road,185,51.439648,-0.055372
490G000458,NaptanOnstreetBusCoachStopPair,Forest Hill Station  / Devonshire Road,185,51.439611,-0.053704
490G000459,NaptanOnstreetBusCoachStopPair,Forest Hill Station  / Waldram Crescent,185,51.44003,-0.051859
490G000502,NaptanOnstreetBusCoachStopPair,Elsie Road,185,51.46145,-0.0785
490G00172N,NaptanOnstreetBusCoachStopCluster,Oval Station,185,51.481576,-0.112335
490G00180A,NaptanOnstreetBusCoachStopCluster,Pimlico Station,185,51.489982,-0.132414
490G00248G,NaptanOnstreetBusCoachStopCluster,Victoria Station,185,51.496563,-0.144203
490G01083H7,NaptanOnstreetBusCoachStopCluster,Denmark Hill Station,185,51.46765,-0.089182
490G01090S,NaptanOnstreetBusCoachStopCluster,East Dulwich Station,185,51.461586,-0.079646
490G01177G,NaptanOnstreetBusCoachStopCluster,Lewisham Station,185,51.4649,-0.013051
490GA00005,NaptanOnstreetBusCoachStopCluster,Lewisham Station,185,51.463819,-0.012421
910GDENMRKH,NaptanRailStation,Denmark Hill Rail Station,185,51.468203,-0.089361
910GEDULWCH,NaptanRailStation,East Dulwich Rail Station,185,51.461494,-0.080572
940GZZLUOVL,NaptanMetroStation,Oval Underground Station,185,51.48185,-0.112439
940GZZLUPCO,NaptanMetroStation,Pimlico Underground Station,185,51.489097,-0.133761
490000041A,NaptanPublicBusCoachTram,Canons Park Station,186,51.607542,-0.294352
490000041B,NaptanPublicBusCoachTram,Canons Park Station,186,51.607395,-0.295383
490000070B,NaptanPublicBusCoachTram,Edgware Station  / Station Road,186,51.614563,-0.27576
490000070C,NaptanPublicBusCoachTram,Edgware Bus Station,186,51.613102,-0.274862
490000070G,NaptanPublicBusCoachTram,Edgware Station,186,51.613399,-0.275515
490000106E,NaptanPublicBusCoachTram,Hendon Central Station,186,51.583466,-0.227991
490000106G,NaptanPublicBusCoachTram,Hendon Central Station,186,51.58388,-0.22799
490001193B,NaptanPublicBusCoachTram,Mill Hill Broadway Station,186,51.613295,-0.249073
490003002E,NaptanPublicBusCoachTram,Broadfields Avenue,186,51.621713,-0.273423
490003002W,NaptanPublicBusCoachTram,Broadfields Avenue,186,51.621505,-0.273315
490003051E,NaptanPublicBusCoachTram,Abercorn Road,186,51.605989,-0.307003
490003051W,NaptanPublicBusCoachTram,Abercorn Road,186,51.606033,-0.306294
490003331W,NaptanPublicBusCoachTram,Angus Gardens,186,51.602571,-0.255305
490003642N,NaptanPublicBusCoachTram,Apex Corner,186,51.620961,-0.253588
490003642S,NaptanPublicBusCoachTram,Barnet Way / Apex Corner,186,51.621008,-0.253095
490003724S,NaptanPublicBusCoachTram,Beaufort Gardens,186,51.579891,-0.225273
490003840E,NaptanPublicBusCoachTram,Bellamy Drive,186,51.603069,-0.313379
490003862E1,NaptanPublicBusCoachTram,Belmont Circle,186,51.600934,-0.31818
490003862E2,NaptanPublicBusCoachTram,Belmont Circle,186,51.601532,-0.31784
490003863E,NaptanPublicBusCoachTram,Belmont Health Centre,186,51.60081,-0.320798
490003865E,NaptanPublicBusCoachTram,Belmont Lane,186,51.605337,-0.309757
490003865W,NaptanPublicBusCoachTram,Belmont Lane,186,51.605076,-0.310387
490004160E,NaptanPublicBusCoachTram,Borrowdale Avenue,186,51.599509,-0.324744
490004160W,NaptanPublicBusCoachTram,Borrowdale Avenue,186,51.599323,-0.324997
490004282A,NaptanPublicBusCoachTram,Brent Cross Shopping Centre,186,51.575647,-0.223519
490004282D,NaptanPublicBusCoachTram,Brent Cross Shopping Centre,186,51.575761,-0.222692
490004556E,NaptanPublicBusCoachTram,Buckingham Road,186,51.609625,-0.282432
490005484N,NaptanPublicBusCoachTram,Colindeep Lane,186,51.587674,-0.235103
490005753E,NaptanPublicBusCoachTram,Burnt Oak Leisure Centre,186,51.605698,-0.256398
490005753S,NaptanPublicBusCoachTram,Cressingham Road,186,51.605079,-0.25648
490006422S,NaptanPublicBusCoachTram,Edgwarebury Gardens,186,51.617469,-0.277094
490006423N,NaptanPublicBusCoachTram,Edgwarebury Lane / Edgware Way,186,51.620822,-0.277646
490006423S,NaptanPublicBusCoachTram,Edgwarebury Lane / Edgware Way,186,51.620604,-0.277481
490006427R,NaptanPublicBusCoachTram,Edgware Police Station,186,51.610111,-0.280001
490006664S,NaptanPublicBusCoachTram,Eversfield Gardens,186,51.609087,-0.250852
490006881H,NaptanPublicBusCoachTram,Flower Lane / Sacred Heart Church,186,51.615055,-0.245885
490007070S,NaptanPublicBusCoachTram,Colindale Library,186,51.597314,-0.245327
490007265E2,NaptanPublicBusCoachTram,Goldbeaters Grove,186,51.608096,-0.251945
490007265W,NaptanPublicBusCoachTram,Goldbeaters Grove,186,51.607454,-0.252937
490007337CA,NaptanPublicBusCoachTram,Graham Road,186,51.581426,-0.226887
490007527S,NaptanPublicBusCoachTram,Greyhound Hill,186,51.592212,-0.234292
490007845A,NaptanPublicBusCoachTram,Harrow Bus Station,186,51.579969,-0.337413
490007845C,NaptanPublicBusCoachTram,Harrow Bus Station,186,51.579971,-0.337586
490007846K,NaptanPublicBusCoachTram,Harrow Civic Centre / Harrow Mosque,186,51.589706,-0.3329
490007846L,NaptanPublicBusCoachTram,Harrow Civic Centre / Harrow Mosque,186,51.588494,-0.332382
490007868R,NaptanPublicBusCoachTram,Harrow Town Centre / Sheepcote Road,186,51.581743,-0.333134
490007868T,NaptanPublicBusCoachTram,Harrow Town Centre,186,51.580793,-0.334035
490008057H,NaptanPublicBusCoachTram,Hendon War Memorial,186,51.585532,-0.230769
490008057J,NaptanPublicBusCoachTram,Hendon War Memorial,186,51.585838,-0.230237
490008196E,NaptanPublicBusCoachTram,Kenilworth Road,186,51.62233,-0.265873
490008196W,NaptanPublicBusCoachTram,Highview Avenue,186,51.622159,-0.267035
490008255V,NaptanPublicBusCoachTram,Hindes Road,186,51.584533,-0.332094
490008561E,NaptanPublicBusCoachTram,Stoneyfields Park,186,51.621932,-0.262681
490008561W,NaptanPublicBusCoachTram,Stoneyfields Park,186,51.621814,-0.263177
490009466W,NaptanPublicBusCoachTram,Lyndhurst Avenue,186,51.61062,-0.249364
490009468N,NaptanPublicBusCoachTram,Woodcroft Avenue,186,51.610536,-0.247923
490009698W,NaptanPublicBusCoachTram,Marsh Lane,186,51.607238,-0.300083
490009904R,NaptanPublicBusCoachTram,Mill Hill Circus,186,51.617284,-0.24642
490009904S,NaptanPublicBusCoachTram,Mill Hill Circus,186,51.617407,-0.246199
490009905M,NaptanPublicBusCoachTram,Mill Hill Circus / Flower Lane,186,51.615888,-0.245015
490009998W,NaptanPublicBusCoachTram,Montgomery Road,186,51.609314,-0.28331
490010007A,NaptanPublicBusCoachTram,Montrose Road,186,51.59704,-0.333917
490010081E,NaptanPublicBusCoachTram,Mount Grove,186,51.621612,-0.258677
490010315E,NaptanPublicBusCoachTram,North Acre,186,51.601209,-0.251444
490010315W,NaptanPublicBusCoachTram,North Acre,186,51.600863,-0.249912
490010329H,NaptanPublicBusCoachTram,North Circular Road,186,51.577475,-0.219522
490010425HS,NaptanPublicBusCoachTram,Northwick Park Hospital,186,51.575865,-0.324531
490010425HT,NaptanPublicBusCoachTram,Northwick Park Hospital,186,51.575974,-0.324585
490010499W,NaptanPublicBusCoachTram,Oakmead Gardens,186,51.621402,-0.259047
490010719E,NaptanPublicBusCoachTram,Pageant Avenue,186,51.602107,-0.254384
490010958N,NaptanPublicBusCoachTram,Tyburn Lane,186,51.577651,-0.333774
490010958S,NaptanPublicBusCoachTram,Tyburn Lane,186,51.577585,-0.333546
490011191F,NaptanPublicBusCoachTram,Prince Charles Drive,186,51.576423,-0.220082
490011254N,NaptanPublicBusCoachTram,Purcells Avenue,186,51.617897,-0.277454
490011298W1,NaptanPublicBusCoachTram,Quakers Course,186,51.601524,-0.245988
490011298W2,NaptanPublicBusCoachTram,Quakers Course,186,51.60161,-0.245739
490011850W,NaptanPublicBusCoachTram,Safari Cinema,186,51.586631,-0.332291
490012236N,NaptanPublicBusCoachTram,Colindale Library,186,51.598488,-0.245614
490012366E,NaptanPublicBusCoachTram,Spalding Road,186,51.577893,-0.221555
490012753M,NaptanPublicBusCoachTram,St Joseph's School,186,51.586744,-0.231862
490012758E,NaptanPublicBusCoachTram,St Lawrence Church,186,51.608043,-0.288643
490012758W,NaptanPublicBusCoachTram,St Lawrence Church,186,51.60834,-0.287448
490012773K,NaptanPublicBusCoachTram,St Margarets Church,186,51.61118,-0.278733
490012773L,NaptanPublicBusCoachTram,St Margarets Church,186,51.611477,-0.278115
490013401E,NaptanPublicBusCoachTram,Broadhurst Avenue,186,51.622228,-0.269893
490013401W,NaptanPublicBusCoachTram,The Grove,186,51.622033,-0.270074
490013618B,NaptanPublicBusCoachTram,Montrose Road,186,51.59672,-0.33478
490013953W,NaptanPublicBusCoachTram,Bellamy Drive,186,51.602595,-0.314176
490014220E,NaptanPublicBusCoachTram,Warham Road,186,51.598255,-0.328891
490014220W,NaptanPublicBusCoachTram,Warham Road,186,51.597713,-0.330643
490014574E,NaptanPublicBusCoachTram,Marsh Lane,186,51.607318,-0.300036
490015207F,NaptanPublicBusCoachTram,Mill Hill Broadway Station,186,51.614405,-0.248106
490015249M,NaptanPublicBusCoachTram,Harrow & Wealdstone Station,186,51.592311,-0.333917
490015249N,NaptanPublicBusCoachTram,Harrow & Wealdstone Station,186,51.592295,-0.334076
