,Tube Line,From Station,To Station,Distance km
1602,Piccadilly,oakwood,southgate,1.72084569
1603,Piccadilly,osterley,hounslow-east,0.863766683
1604,Piccadilly,park-royal,alperton,1.890844095
1605,Piccadilly,piccadilly-circus,green-park,0.689169095
1606,Piccadilly,rayners-lane,eastcote,1.785504454
1607,Piccadilly,ruislip,ickenham,1.889119735
1608,Piccadilly,ruislip-manor,ruislip,0.597191725
1609,Piccadilly,russell-square,holborn,0.721811269
1610,Piccadilly,south-ealing,northfields,0.570218732
1611,Piccadilly,south-harrow,rayners-lane,1.782356437
1612,Piccadilly,south-harrow,sudbury-hill,1.347490217
1613,Piccadilly,south-kensington,gloucester-road,0.667930868
1614,Piccadilly,southgate,arnos-grove,1.851127573
1615,Piccadilly,sudbury-town,sudbury-hill,1.536026019
1616,Piccadilly,turnham-green,acton-town,1.989020902
1617,Piccadilly,turnpike-lane,manor-house,2.236154918
1618,Piccadilly,wood-green,turnpike-lane,0.915762639
1619,South Western,barnes,putney,1.891329837
1620,South Western,barnes-bridge,barnes,0.913281807
1621,South Western,berrylands,surbiton,1.805461546
1622,South Western,brentford,kew-bridge,1.464891261
1623,South Western,chessington-north,chessington-south,0.956095234
1624,South Western,chiswick,barnes-bridge,1.39115847
1625,South Western,clapham-junction,earlsfield,2.727544004
1626,South Western,earlsfield,wimbledon,2.707835766
1627,South Western,feltham,hounslow,3.705095941
1628,South Western,fulwell,hampton,2.552380249
1629,South Western,hampton-wick,teddington,1.746672407
1630,South Western,hounslow,isleworth,2.194863242
1631,South Western,isleworth,syon-lane,1.037276559
1632,South Western,kew-bridge,chiswick,1.827396256
1633,South Western,kingston,hampton-wick,0.859132873
1634,South Western,malden-manor,tolworth,1.547792672
1635,South Western,mortlake,barnes,1.747913785
1636,South Western,motspur-park,malden-manor,1.919294733
1637,South Western,motspur-park,worcester-park,1.63749851
1638,South Western,new-malden,berrylands,1.755311544
1639,South Western,new-malden,norbiton,2.152331219
1640,South Western,norbiton,kingston,1.178115065
1641,South Western,north-sheen,mortlake,1.364692534
1642,South Western,putney,wandsworth-town,1.988510333
1643,South Western,queenstown-road,clapham-junction,1.979616761
1644,South Western,raynes-park,motspur-park,1.697433413
1645,South Western,raynes-park,new-malden,1.936546447
1646,South Western,richmond,north-sheen,1.090591099
1647,South Western,st-margarets,richmond,1.624650393
1648,South Western,stoneleigh,ewell-west,1.597286092
1649,South Western,strawberry-hill,twickenham,1.386003791
1650,South Western,surbiton,thames-ditton,2.394859551
1651,South Western,syon-lane,brentford,1.349228294
1652,South Western,teddington,fulwell,1.56535245
1653,South Western,teddington,strawberry-hill,1.762718338
1654,South Western,thames-ditton,hampton-court,1.552607558
1655,South Western,tolworth,chessington-north,2.015310599
1656,South Western,twickenham,st-margarets,0.759350484
1657,South Western,twickenham,whitton,1.999238977
1658,South Western,vauxhall,queenstown-road,2.023020289
1659,South Western,wandsworth-town,clapham-junction,1.274420248
1660,South Western,waterloo,vauxhall,2.070338653
1661,South Western,whitton,feltham,3.619510859
1662,South Western,wimbledon,raynes-park,2.074709338
1663,South Western,worcester-park,stoneleigh,1.985231378
1664,Southeastern,abbey-wood,belvedere,2.203553378
1665,Southeastern,albany-park,bexley,1.60789917
1666,Southeastern,barnehurst,slade-green,2.075445301
1667,Southeastern,beckenham-junction,shortlands,2.062590006
1668,Southeastern,belvedere,erith,1.919787423
1669,Southeastern,bexley,crayford,2.26975747
1670,Southeastern,bexleyheath,barnehurst,1.916443801
1671,Southeastern,bickley,petts-wood,2.470436464
1672,Southeastern,bickley,st-mary-cray,4.41060388
1673,Southeastern,blackheath,charlton,2.851789178
1674,Southeastern,blackheath,kidbrooke,1.416061122
1675,Southeastern,brixton,herne-hill,1.279323955
1676,Southeastern,bromley-south,bickley,1.870249442
1677,Southeastern,cannon-street,london-bridge,0.799822117
1678,Southeastern,catford-bridge,lower-sydenham,2.285141705
1679,Southeastern,charing-cross,waterloo-east,1.179430518
1680,Southeastern,charlton,woolwich-dockyard,1.706907886
1681,Southeastern,chelsfield,knockholt,1.915888095
1682,Southeastern,chislehurst,petts-wood,2.228277247
1683,Southeastern,clock-house,elmers-end,1.292024048
1684,Southeastern,denmark-hill,peckham-rye,1.462662778
1685,Southeastern,deptford,greenwich,0.799186005
1686,Southeastern,eden-park,west-wickham,1.350585202
1687,Southeastern,elmers-end,eden-park,1.788187153
1688,Southeastern,elmstead-woods,chislehurst,1.574087715
1689,Southeastern,eltham,falconwood,1.854011315
1690,Southeastern,erith,slade-green,1.91284394
1691,Southeastern,falconwood,welling,1.732113464
1692,Southeastern,greenwich,maze-hill,1.391461032
1693,Southeastern,grove-park,elmstead-woods,2.111033133
1694,Southeastern,grove-park,sundridge-park,1.901548209
1695,Southeastern,herne-hill,west-dulwich,1.672107537
1696,Southeastern,hither-green,grove-park,2.939647952
1697,Southeastern,hither-green,lee,1.046234408
1698,Southeastern,kent-house,beckenham-junction,1.409331171
1699,Southeastern,kidbrooke,eltham,1.839663344
1700,Southeastern,ladywell,catford-bridge,1.336027996
1701,Southeastern,lee,mottingham,2.777299838
1702,Southeastern,lewisham,blackheath,1.440405886
1703,Southeastern,lewisham,hither-green,1.599265811
1704,Southeastern,lewisham,ladywell,1.075560759
1705,Southeastern,london-bridge,deptford,5.038062045
1706,Southeastern,london-bridge,new-cross,4.869854277
1707,Southeastern,lower-sydenham,new-beckenham,0.915853963
1708,Southeastern,maze-hill,westcombe-park,1.020835127
1709,Southeastern,mottingham,new-eltham,1.415108461
1710,Southeastern,new-beckenham,clock-house,0.982346366
1711,Southeastern,new-cross,st-johns,1.039019978
1712,Southeastern,new-eltham,sidcup,2.308464357
1713,Southeastern,nunhead,lewisham,2.864425612
1714,Southeastern,orpington,chelsfield,2.36734846
1715,Southeastern,peckham-rye,nunhead,1.175815506
1716,Southeastern,penge-east,kent-house,1.007083755
1717,Southeastern,petts-wood,orpington,1.957866446
1718,Southeastern,plumstead,abbey-wood,2.493776198
1719,Southeastern,shortlands,bromley-south,1.188852818
1720,Southeastern,sidcup,albany-park,1.6115291
1721,Southeastern,st-johns,lewisham,0.876522281
1722,Southeastern,sundridge-park,bromley-north,0.540653135
1723,Southeastern,sydenham-hill,penge-east,2.269352178
1724,Southeastern,victoria,brixton,4.263701305
1725,Southeastern,victoria,denmark-hill,4.826909813
1726,Southeastern,waterloo-east,london-bridge,1.603652578
1727,Southeastern,welling,bexleyheath,2.193188376
1728,Southeastern,west-dulwich,sydenham-hill,1.176424625
1729,Southeastern,west-wickham,hayes,1.823715019
1730,Southeastern,westcombe-park,charlton,0.949917869
1731,Southeastern,woolwich-arsenal,plumstead,1.046263299
1732,Southeastern,woolwich-dockyard,woolwich-arsenal,1.018661965
1733,Southern,anerley,norwood-junction,1.866776598
1734,Southern,balham,mitcham-eastfields,3.871725135
1735,Southern,balham,streatham-common,2.937247133
1736,Southern,balham,streatham-hill,1.811382552
1737,Southern,balham,tooting,2.653532374
1738,Southern,banstead,epsom-downs,1.902062058
1739,Southern,battersea-park,clapham-junction,2.106986184
1740,Southern,belmont,banstead,1.902266372
1741,Southern,birkbeck,beckenham-junction,2.263395083
1742,Southern,brockley,honor-oak-park,1.630102649
1743,Southern,carshalton,sutton,1.993920549
1744,Southern,carshalton-beeches,sutton,1.532793409
1745,Southern,cheam,ewell-east,2.210407757
1746,Southern,chipstead,kingswood,3.326365686
1747,Southern,clapham-junction,imperial-wharf,1.461392567
1748,Southern,clapham-junction,wandsworth-common,2.056641839
1749,Southern,coulsdon-town,woodmansterne,1.436118799
1750,Southern,crystal-palace,birkbeck,1.953113687
1751,Southern,crystal-palace,gipsy-hill,1.047582812
1752,Southern,east-croydon,south-croydon,1.442909905
1753,Southern,east-dulwich,peckham-rye,1.13755352
1754,Southern,forest-hill,sydenham,1.336678466
1755,Southern,gipsy-hill,west-norwood,1.539123315
1756,Southern,hackbridge,carshalton,1.36266708
1757,Southern,harrow-and-wealdstone,watford-junction,9.008547019
1758,Southern,haydons-road,wimbledon,1.321696634
1759,Southern,honor-oak-park,forest-hill,1.412651921
1760,Southern,imperial-wharf,west-brompton,1.635041644
1761,Southern,kenley,whyteleafe,2.147674025
1762,Southern,kensington-olympia,shepherds-bush,0.930153118
1763,Southern,kingswood,tadworth,1.757290861
1764,Southern,london-bridge,new-cross-gate,4.589308443
1765,Southern,mitcham-eastfields,mitcham-junction,1.722982034
1766,Southern,mitcham-junction,hackbridge,1.706615113
1767,Southern,morden-south,st-helier,0.71695993
1768,Southern,new-cross-gate,brockley,1.176101602
1769,Southern,norbury,thornton-heath,2.099113818
1770,Southern,north-dulwich,east-dulwich,0.94883565
1771,Southern,norwood-junction,east-croydon,2.630005376
1772,Southern,norwood-junction,west-croydon,2.767045405
1773,Southern,peckham-rye,queens-road-peckham,1.023458268
1774,Southern,penge-west,anerley,0.691118651
1775,Southern,purley,coulsdon-south,2.933011236
1776,Southern,purley,kenley,1.660525402
1777,Southern,purley,reedham,0.946914125
1778,Southern,purley-oaks,purley,1.484434568
1779,Southern,queens-road-peckham,south-bermondsey,1.50042951
1780,Southern,reedham,coulsdon-town,1.256298841
1781,Southern,riddlesdown,upper-warlingham,3.067560737
1782,Southern,sanderstead,riddlesdown,1.778042191
1783,Southern,selhurst,east-croydon,1.836987142
1784,Southern,selhurst,west-croydon,1.734724429
1785,Southern,shepherds-bush,wembley-central,7.5337229
1786,Southern,south-bermondsey,london-bridge,2.873622438
1787,Southern,south-croydon,purley-oaks,1.806837938
1788,Southern,south-croydon,sanderstead,1.615391569
1789,Southern,south-merton,morden-south,0.852832603
1790,Southern,st-helier,sutton-common,1.603585493
1791,Southern,streatham,mitcham-eastfields,2.456301276
1792,Southern,streatham,streatham-common,0.798787902
1793,Southern,streatham-common,norbury,1.247448522
1794,Southern,streatham-hill,west-norwood,1.878594545
1795,Southern,sutton,belmont,1.803435343
1796,Southern,sutton,cheam,1.653656182
1797,Southern,sutton-common,west-sutton,1.175570678
1798,Southern,sydenham,crystal-palace,1.586497533
1799,Southern,sydenham,penge-west,1.1016536
1800,Southern,tadworth,tattenham-corner,2.005030889
1801,Southern,thornton-heath,selhurst,1.01232143
1802,Southern,tooting,haydons-road,2.033352223
1803,Southern,tulse-hill,north-dulwich,2.022406278
1804,Southern,tulse-hill,streatham,2.442655952
1805,Southern,tulse-hill,streatham-hill,1.571172783
1806,Southern,victoria,battersea-park,2.144962599
1807,Southern,waddon,wallington,2.453064919
1808,Southern,wallington,carshalton-beeches,1.334951718
1809,Southern,wandsworth-common,balham,0.831460802
1810,Southern,wembley-central,harrow-and-wealdstone,5.232108434
1811,Southern,west-brompton,kensington-olympia,1.55997417
1812,Southern,west-croydon,waddon,1.637648911
1813,Southern,west-norwood,streatham-hill,1.878594545
1814,Southern,west-norwood,tulse-hill,0.961112747
1815,Southern,west-sutton,sutton,1.185245767
1816,Southern,whyteleafe,whyteleafe-south,0.779495091
1817,Southern,whyteleafe-south,caterham,2.375854822
1818,Southern,wimbledon,wimbledon-chase,1.386942647
1819,Southern,wimbledon-chase,south-merton,0.916848572
1820,Southern,woodmansterne,chipstead,1.51292653
1821,TfL Rail,acton-main-line,paddington,6.366952754
1822,TfL Rail,brentwood,shenfield,2.838862795
1823,TfL Rail,chadwell-heath,romford,3.815062765
1824,TfL Rail,ealing-broadway,acton-main-line,2.386247806
1825,TfL Rail,forest-gate,manor-park,1.540561181
1826,TfL Rail,gidea-park,harold-wood,2.322806283
1827,TfL Rail,goodmayes,chadwell-heath,1.205241748
1828,TfL Rail,hanwell,west-ealing,1.274715
1829,TfL Rail,harold-wood,brentwood,5.060587536
1830,TfL Rail,hayes-and-harlington,southall,2.921049774
1831,TfL Rail,heathrow-terminal-4,heathrow-terminals-1-2-3,1.320539304
1832,TfL Rail,heathrow-terminals-1-2-3,hayes-and-harlington,4.161724851
1833,TfL Rail,ilford,seven-kings,1.98560212
1834,TfL Rail,liverpool-street,stratford,6.057002451
1835,TfL Rail,manor-park,ilford,1.73513955
1836,TfL Rail,maryland,forest-gate,1.342922862
1837,TfL Rail,romford,gidea-park,1.776534462
1838,TfL Rail,seven-kings,goodmayes,1.092934843
1839,TfL Rail,southall,hanwell,2.898798276
1840,TfL Rail,stratford,maryland,0.788278983
1841,TfL Rail,west-ealing,ealing-broadway,1.237894906
1842,Thameslink,beckenham-hill,bellingham,1.062913085
1843,Thameslink,beckenham-junction,kent-house,1.409331171
1844,Thameslink,bellingham,catford,1.232322755
1845,Thameslink,bickley,bromley-south,1.870249442
1846,Thameslink,blackfriars,city-thameslink,0.264720402
1847,Thameslink,bromley-south,shortlands,1.188852818
1848,Thameslink,carshalton,sutton,1.993920549
1849,Thameslink,catford,crofton-park,1.398245612
1850,Thameslink,city-thameslink,farringdon,0.701507569
1851,Thameslink,cricklewood,hendon,3.008669726
1852,Thameslink,crofton-park,nunhead,1.73720576
1853,Thameslink,denmark-hill,elephant-and-castle,3.148663908
1854,Thameslink,east-croydon,purley,4.525559511
1855,Thameslink,elephant-and-castle,blackfriars,1.757443697
1856,Thameslink,farringdon,st-pancras,1.836375633
1857,Thameslink,hackbridge,carshalton,1.36266708
1858,Thameslink,haydons-road,tooting,2.033352223
1859,Thameslink,hendon,mill-hill-broadway,3.72493605
1860,Thameslink,herne-hill,loughborough-junction,1.411239178
1861,Thameslink,herne-hill,tulse-hill,1.588729632
1862,Thameslink,kent-house,penge-east,1.007083755
1863,Thameslink,kentish-town,west-hampstead-thameslink,3.604550943
1864,Thameslink,london-bridge,east-croydon,14.34975293
1865,Thameslink,loughborough-junction,elephant-and-castle,3.246914026
1866,Thameslink,mill-hill-broadway,elstree-and-borehamwood,4.916644829
1867,Thameslink,mitcham-eastfields,mitcham-junction,1.722982034
1868,Thameslink,mitcham-junction,hackbridge,1.706615113
1869,Thameslink,morden-south,south-merton,0.852832603
1870,Thameslink,nunhead,peckham-rye,1.175815506
1871,Thameslink,orpington,petts-wood,1.957866446
1872,Thameslink,peckham-rye,denmark-hill,1.462662778
1873,Thameslink,penge-east,sydenham-hill,2.269352178
1874,Thameslink,petts-wood,bickley,2.470436464
1875,Thameslink,purley,coulsdon-south,2.933011236
1876,Thameslink,ravensbourne,beckenham-hill,1.367775009
1877,Thameslink,shortlands,beckenham-junction,2.062590006
1878,Thameslink,shortlands,ravensbourne,1.139805408
1879,Thameslink,south-merton,wimbledon-chase,0.916848572
1880,Thameslink,st-helier,morden-south,0.71695993
1881,Thameslink,st-mary-cray,bickley,4.41060388
1882,Thameslink,st-pancras,kentish-town,2.398906632
1883,Thameslink,streatham,mitcham-eastfields,2.456301276
1884,Thameslink,sutton,west-sutton,1.185245767
1885,Thameslink,sutton-common,st-helier,1.603585493
1886,Thameslink,sydenham-hill,west-dulwich,1.176424625
1887,Thameslink,tooting,streatham,2.096204065
1888,Thameslink,tulse-hill,east-croydon,7.186875755
1889,Thameslink,tulse-hill,streatham,2.442655952
1890,Thameslink,west-dulwich,herne-hill,1.672107537
1891,Thameslink,west-hampstead-thameslink,cricklewood,1.761230186
1892,Thameslink,west-sutton,sutton-common,1.175570678
1893,Thameslink,wimbledon,haydons-road,1.321696634
1894,Thameslink,wimbledon-chase,wimbledon,1.386942647
1895,Tramlink,addington-village,fieldway,0.788107785
1896,Tramlink,addiscombe,blackhorse-lane,0.57988144
1897,Tramlink,ampere-way,waddon-marsh,0.700347956
1898,Tramlink,arena,elmers-end,0.971814568
1899,Tramlink,arena,harrington-road,0.934361035
1900,Tramlink,avenue-road,beckenham-road,0.518475574
1901,Tramlink,beckenham-road,beckenham-junction,1.237324956
1902,Tramlink,beddington-lane,therapia-lane,0.992884385
1903,Tramlink,belgrave-walk,mitcham,0.655138251
1904,Tramlink,birkbeck,avenue-road,0.575991772
1905,Tramlink,blackhorse-lane,woodside,0.445019075
1906,Tramlink,centrale,west-croydon,0.335419175
1907,Tramlink,church-street,centrale,0.231436323
1908,Tramlink,coombe-lane,gravel-hill,1.280494837
1909,Tramlink,dundonald-road,merton-park,0.618624377
1910,Tramlink,east-croydon,george-street,0.514199656
1911,Tramlink,east-croydon,lebanon-road,0.481816133
1912,Tramlink,fieldway,king-henrys-drive,0.724663454
1913,Tramlink,george-street,church-street,0.391887561
1914,Tramlink,gravel-hill,addington-village,0.750412449
1915,Tramlink,harrington-road,birkbeck,0.546808702
1916,Tramlink,king-henrys-drive,new-addington,0.367770871
1917,Tramlink,lebanon-road,sandilands,0.482747067
1918,Tramlink,lloyd-park,coombe-lane,1.555601695
1919,Tramlink,merton-park,morden-road,0.776832544
1920,Tramlink,mitcham,mitcham-junction,1.055434875
1921,Tramlink,mitcham-junction,beddington-lane,1.142954801
1922,Tramlink,morden-road,phipps-bridge,0.951454731
1923,Tramlink,phipps-bridge,belgrave-walk,0.376434298
1924,Tramlink,reeves-corner,centrale,0.181391064
1925,Tramlink,sandilands,addiscombe,0.628546212
1926,Tramlink,sandilands,lloyd-park,1.210184443
1927,Tramlink,therapia-lane,ampere-way,0.530446056
1928,Tramlink,waddon-marsh,wandle-park,0.52516129
1929,Tramlink,wandle-park,reeves-corner,0.520895761
1930,Tramlink,wellesley-road,east-croydon,0.394985658
1931,Tramlink,west-croydon,wellesley-road,0.47275437
1932,Tramlink,wimbledon,dundonald-road,0.416961434
1933,Tramlink,woodside,arena,0.69301276
1934,Victoria,blackhorse-road,tottenham-hale,1.442366223
1935,Victoria,euston,warren-street,0.570301672
1936,Victoria,finsbury-park,highbury-and-islington,2.021536023
1937,Victoria,green-park,victoria,1.154064603
1938,Victoria,highbury-and-islington,kings-cross-st-pancras,2.261570023
1939,Victoria,kings-cross-st-pancras,euston,0.677416528
1940,Victoria,oxford-circus,green-park,0.948162067
1941,Victoria,pimlico,vauxhall,0.77021211
1942,Victoria,seven-sisters,finsbury-park,3.110403849
1943,Victoria,stockwell,brixton,1.19529396
1944,Victoria,tottenham-hale,seven-sisters,0.992989646
1945,Victoria,vauxhall,stockwell,1.511653541
1946,Victoria,victoria,pimlico,1.069953158
1947,Victoria,walthamstow-central,blackhorse-road,1.394688117
1948,Victoria,warren-street,oxford-circus,1.055681205
1949,Waterloo and City,waterloo,bank,2.026784248
