mode_mnlc_o,mode_mnlc_d,1,2,3,4,5,6,7,8,mode
603,620,0.0,0.018,0.053,0.219,0.132,0.081,0.07,0.0,LO
603,621,0.0,0.963,5.337,45.148,23.623,3.497,2.899,0.0,LO
603,659,0.0,0.01,0.146,0.24900001,0.16,0.107,0.024,0.0,LO
603,686,0.0,3.306,26.876,107.009,42.29,14.269,19.401001,0.0,LO
603,709,0.0,0.0,0.0,0.228,0.181,0.127,0.099999994,0.0,LO
603,717,0.0,0.025,0.318,0.583,0.374,0.162,0.125,0.0,LO
603,719,0.0,49.826,375.126,1839.721,847.795,502.374,336.19,0.0,LO
603,751,0.0,0.014,0.634,1.711,0.569,0.485,0.714,0.0,LO
603,755,0.0,0.313,0.96000004,2.199,1.335,0.67,0.451,0.0,LO
603,763,5.212,14.927,69.576,270.631,168.829,117.825,90.729,12.507,LO
603,766,0.0,6.914,28.658,60.385,38.817,26.183,18.364,0.0,LO
603,788,5.448,7.87,18.766,125.135,78.2,35.552002,36.022,8.848,LO
603,1022,14.834,12.442,66.75,523.854,372.59,313.87,204.422,31.568,LO
603,1023,7.154,4.905,66.969,300.662,192.805,181.046,88.843,16.59,LO
603,1024,7.085,6.767,117.511,828.731,355.637,273.633,121.153,19.301,LO
603,1039,1.807,2.839,12.8550005,52.916,31.605,19.169,21.229,2.572,LO
603,1082,6.488,15.631,61.021,227.719,119.952,69.0,80.53,13.709,LO
603,1083,5.585,1.334,4.212,28.509,19.858,18.185,22.747,13.018,LO
603,1085,3.499,1.942,18.115,86.602,57.955,35.063,30.89,10.2300005,LO
603,1395,0.0,0.0,0.0,0.0,0.0,0.21700001,0.186,0.0,LO
603,1398,0.0,0.005,0.003,0.097,0.036,0.093,0.036000002,0.0,LO
603,1402,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,LO
603,1404,0.0,0.985,10.469,36.283,26.647,17.563,11.898,0.0,LO
603,1409,0.0,0.74300003,31.741,97.869,35.593,25.324,17.378,0.0,LO
603,1413,0.0,6.486,104.038,218.726,63.564,31.794,17.048,0.0,LO
603,1421,0.0,8.65,101.532,185.18,96.757,61.588,54.387,0.0,LO
603,1429,0.0,8.59,187.454,1096.371,828.936,719.099,327.415,0.0,LO
603,1434,0.0,0.0,0.0,0.505,0.114,0.088,0.0,0.0,LO
603,1437,0.0,2.3140001,28.05,55.813,33.003,26.165,24.816,0.0,LO
603,1438,0.0,3.345,16.979,29.14,18.227,13.531,11.522,0.0,LO
603,1439,0.0,1.24,23.89,60.567,28.402,21.558,10.316,0.0,LO
603,1440,0.0,10.907,102.706,260.427,96.612,72.707,44.508,0.0,LO
603,1441,5.202,1.924,50.244,282.918,297.325,216.157,141.092,10.118,LO
603,1442,0.0,0.0,0.028,0.255,0.113,0.100999996,0.056,0.0,LO
603,1443,32.688,17.487,119.169,784.142,642.25,585.514,432.684,89.996,LO
603,1445,0.0,5.014,59.55,70.903,26.19,20.076,20.206,0.0,LO
603,1448,0.0,3.453,152.231,66.153,113.999,52.181,20.061,0.0,LO
603,1449,0.0,0.245,4.437,8.775,4.714,3.8630002,2.184,0.0,LO
603,1452,0.0,1.379,18.473,25.14,18.122,7.141,4.185,0.0,LO
603,1455,0.0,0.209,0.241,0.826,0.321,0.048,0.01,0.0,LO
603,5150,0.0,0.015,0.549,4.396,3.4959998,1.298,1.0,0.0,LO
603,5345,14.404,12.066,39.034,174.673,109.617,80.566,90.471,38.937,LO
603,5356,0.0,0.308,11.104,35.337,23.281,15.451,10.383,0.0,LO
603,5362,0.0,5.56,17.428,75.431,52.471,41.629,27.951,0.0,LO
603,5376,0.0,1.212,6.7730002,24.94,9.431,11.168,5.78,0.0,LO
603,5378,0.0,0.295,5.55,9.289,5.136,4.86,3.491,0.0,LO
603,5397,0.0,1.216,7.856,13.332,12.525,7.96,2.553,0.0,LO
603,5404,0.0,1.489,18.141,84.302,79.478,69.756,34.31,0.0,LO
603,5411,0.0,1.138,11.337,26.01,8.217,7.003,4.859,0.0,LO
603,5418,0.0,0.449,12.93,53.647,53.39,35.862,23.972,0.0,LO
603,5421,0.0,0.0,0.0,0.0,0.0,0.0,1.041,0.0,LO
603,5423,0.0,0.019,2.205,7.559,1.351,6.211,9.205,0.0,LO
603,5424,0.0,0.33,1.558,4.0889997,0.0,4.776,4.226,0.0,LO
603,5437,0.0,1.54,16.092001,44.286,39.766,23.783,18.621,0.0,LO
603,5595,0.0,0.183,3.752,10.945,5.774,6.119,5.074,0.0,LO
603,6926,0.0,0.0,0.279,0.263,0.195,0.126,0.07,0.0,LO
603,6961,0.0,0.002,0.18800001,0.376,0.151,0.15,0.156,0.0,LO
603,6962,0.0,0.053999998,0.053,0.651,0.42,0.284,0.199,0.0,LO
603,6965,0.0,0.0,0.027,0.118,0.154,0.05,0.053999998,0.0,LO
603,6973,0.0,0.0,0.017,0.012,0.04,0.0,0.0,0.0,LO
603,6977,0.0,3.819,174.719,1279.661,983.653,765.047,324.924,0.0,LO
603,6978,0.0,2.617,104.364,554.145,344.236,344.638,205.075,0.0,LO
603,6979,0.0,5.838,165.44,688.996,624.684,572.474,313.258,0.0,LO
603,9586,0.0,0.858,6.737,18.676,6.099,5.03,1.01,0.0,LO
603,9587,0.0,2.756,11.172,49.434,19.541,13.992,3.934,0.0,LO
617,522,0.0,0.0,0.0,0.01,0.0,0.015,0.0,0.0,LO
617,591,0.0,0.0,0.48,0.334,0.403,0.084,0.052,0.0,LO
617,596,0.0,0.316,1.911,4.039,1.686,1.114,0.287,0.0,LO
617,597,0.0,0.393,2.82,13.826,6.781,2.84,1.384,0.0,LO
617,603,0.0,0.0,0.019,0.531,0.334,0.294,0.061,0.0,LO
617,618,0.0,0.0,0.121,0.0,0.0,0.0,0.0,0.0,LO
617,620,0.0,0.116000004,4.396,7.949,3.661,3.436,1.367,0.0,LO
617,621,0.0,0.0,0.036,0.437,0.359,0.078,0.07700001,0.0,LO
617,659,0.0,0.043,1.789,4.291,1.452,1.439,1.533,0.0,LO
617,680,0.0,0.09200001,65.506996,232.495,91.853,60.194,18.903,0.0,LO
617,686,0.0,0.01,0.852,1.033,0.555,0.501,0.0,0.0,LO
617,709,0.0,0.060000002,0.448,2.503,2.317,1.385,2.563,0.0,LO
617,717,0.0,0.132,1.434,4.678,2.194,0.982,0.289,0.0,LO
617,719,0.0,0.0,0.0,0.120000005,0.034,0.184,0.107999995,0.0,LO
617,751,0.0,1.103,7.808,33.588,16.339,6.938,2.538,0.0,LO
617,755,0.0,0.0,0.186,0.0,0.0,0.0,0.0,0.0,LO
617,766,0.0,0.068,1.387,3.585,2.015,1.35,0.349,0.0,LO
617,1395,0.0,0.0,0.576,1.456,1.262,0.80300003,0.1,0.0,LO
617,1398,0.0,0.0,1.527,1.7360001,1.277,1.052,0.131,0.0,LO
617,1402,0.0,0.335,4.287,15.786,6.137,4.672,0.558,0.0,LO
617,1404,0.0,0.0,0.38500002,0.50200003,0.412,0.155,0.191,0.0,LO
617,1415,0.0,5.0360003,7.261,20.993,6.386,1.998,0.24700001,0.0,LO
617,1429,0.0,0.0,0.064,0.294,0.120000005,0.092,0.0,0.0,LO
617,1434,0.0,1.069,0.923,3.116,0.772,1.408,0.514,0.0,LO
617,1440,0.0,0.017,0.034,0.315,0.059,0.018,0.0,0.0,LO
